23,69.97,67.75,36.2,93.1,85.2,94.5,59,37.3,21.9,32,27.4,17.1
22,78.58,72.25,38.5,93.6,83,98.7,58.7,37.3,23.4,30.5,28.9,18.2
22,69.85,66.25,34,95.8,87.9,99.2,59.6,38.9,24,28.8,25.2,16.6
26,83.8,72.25,37.4,101.8,86.4,101.2,60.1,37.3,22.8,32.4,29.4,18.2
24,83.57,71.25,34.4,97.3,100,101.9,63.2,42.2,24,32.2,27.7,17.7
24,95.37,74.75,39,104.5,94.4,107.8,66,42,25.6,35.7,30.6,18.8
26,82.1,69.75,36.4,105.1,90.7,100.3,58.4,38.3,22.9,31.9,27.8,17.7
25,79.83,72.5,37.8,99.6,88.5,97.1,60,39.4,23.2,30.5,29,18.8
25,86.64,74,38.1,100.9,82.5,99.9,62.9,38.3,23.8,35.9,31.1,18.2
23,89.92,73.5,42.1,99.6,88.6,104.1,63.1,41.7,25,35.6,30,19.2
26,84.48,74.5,38.5,101.5,83.6,98.2,59.7,39.7,25.2,32.8,29.4,18.5
27,97.98,76,39.4,103.6,90.9,107.7,66.2,39.2,25.9,37.2,30.2,19
32,81.87,69.5,38.4,102,91.6,103.9,63.4,38.3,21.5,32.5,28.6,17.7
30,93.1,71.25,39.4,104.1,101.8,108.6,66,41.5,23.7,36.9,31.6,18.8
35,85.16,69.5,40.5,101.3,96.4,100.1,69,39,23.1,36.1,30.5,18.2
35,73.82,66,36.4,99.1,92.8,99.2,63.1,38.7,21.7,31.1,26.4,16.9
34,88.79,71,38.9,101.9,96.4,105.2,64.8,40.8,23.1,36.2,30.8,17.3
32,94.91,71,42.1,107.6,97.5,107,66.9,40,24.4,38.2,31.6,19.3
28,83.35,67.75,38,106.8,89.6,102.4,64.2,38.7,22.9,37.2,30.5,18.5
33,96.05,73.5,40,106.2,100.5,109,65.8,40.6,24,37.1,30.1,18.2
28,81.19,68,39.1,103.3,95.9,104.9,63.5,38,22.1,32.5,30.3,18.4
28,90.95,69.75,41.3,111.4,98.8,104.8,63.4,40.6,24.6,33,32.8,19.9
31,63.62,68.25,33.9,86,76.4,94.6,57.4,35.3,22.2,27.9,25.9,16.7
32,67.47,70,35.5,86.7,80,93.4,54.9,36.2,22.1,29.8,26.7,17.1
28,68.61,67.75,34.5,90.2,76.3,95.8,58.4,35.5,22.9,31.1,28,17.6
27,72.23,71.5,35.7,89.6,79.7,96.5,55,36.7,22.5,29.9,28.2,17.7
34,59.65,67.5,36.2,88.6,74.6,85.3,51.7,34.7,21.4,28.7,27,16.5
31,67.13,67.5,38.8,97.4,88.7,94.7,57.5,36,21,29.2,26.6,17
27,60.44,64.75,36.4,93.5,73.9,88.5,50.1,34.5,21.3,30.5,27.9,17.2
29,72.91,69,36.7,97.4,83.5,98.7,58.9,35.3,22.6,30.1,26.7,17.6
29,72.69,71.25,37.3,93.5,84.5,100.6,58.5,38.8,21.5,30.1,26.4,17.9
27,76.2,71.25,38.1,93,79.1,94.5,57.3,36.2,24.5,29,30,18.8
41,99.11,71,39.8,111.7,100.5,108.3,67.1,44.2,25.2,37.5,31.5,18.7
41,112.15,73.5,42.1,117,115.6,116.1,71.2,43.3,26.3,37.3,31.7,19.7
49,86.98,65,38.4,118.5,113.1,113.8,61.9,38.3,21.9,32,29.8,17
40,91.74,70,38.5,106.5,100.9,106.2,63.5,39.9,22.6,35.1,30.6,19
50,89.24,68.25,42.1,105.6,98.8,104.8,66,41.5,24.7,33.2,30.5,19.4
50,92.08,67,40.2,114.8,108.1,102.5,61.3,41.1,24.7,34.1,31,18.3
45,119.18,68.75,43.2,128.3,126.2,125.6,72.5,39.6,26.6,36.4,32.7,21.4
48,98.43,70,37.3,113.3,111.2,114.1,67.7,40.9,25,36.7,29.8,18.4
41,96.16,71.5,41.5,106.6,104.3,106,65,40.2,23,35.8,31.5,18.8
39,56.81,68,31.5,85.1,76,88.2,50,34.7,21,26.1,23.1,16.1
43,74.5,73.25,35.7,96.6,81.5,97.2,58.4,38.2,23.4,29.7,27.4,18.3
40,60.55,67.5,33.6,88.2,73.7,88.5,53.3,34.5,22.5,27.9,26.2,17.3
45,61.58,68.5,32.8,92.3,83.4,90.4,52,35.8,20.6,28.8,25.5,16.3
47,57.83,66.75,34,83.4,70.4,87.2,50.6,34.4,21.9,26.8,25.8,16.8
47,71.78,72.25,34.9,90.2,86.7,98.3,52.6,37.2,22.4,26,25.8,17.3
40,63.16,69,34.3,89.2,77.9,91,51.4,34.9,21,26.7,26.1,17.2
51,62.26,67.75,36.5,89.7,82,89.1,49.3,33.7,21.4,29.6,26,16.9
49,69.29,73.5,35.1,93.3,79.6,91.6,52.6,37.6,22.6,38.5,27.4,18.5
42,61.8,67.5,37.8,87.6,77.6,88.6,51.9,34.9,22.5,27.7,27.5,18.5
54,89.81,72,39.9,107.6,100,99.6,57.2,38,22,35.9,30.2,18.9
58,82.33,68,39.1,100,99.8,102.5,62.1,39.6,22.5,33.1,28.3,18.5
62,91.29,69.5,40.5,111.5,104.2,105.8,61.8,39.8,22.7,37.7,30.9,19.2
54,91.85,70.75,40.5,115.4,105.3,97,59.1,38,22.5,31.6,28.8,18.2
61,81.53,65.75,38.4,104.8,98.3,99.6,60.6,37.7,22.9,34.5,29.6,18.5
62,97.98,73.25,41.4,112.3,104.8,103.1,61.6,40.9,23.1,36.2,31.8,20.2
56,81.08,68.5,35.6,102.9,94.7,100.8,60.9,38,22.1,32.5,29.8,18.3
54,87.66,70.25,38,107.6,102.4,99.4,61,39.4,23.6,32.7,29.9,19.1
61,80.74,67,37.4,105.3,99.7,99.7,60.8,40.1,22.7,33.6,29,18.8
57,93.21,70,40.1,105.3,105.5,108.3,65,41.2,24.7,35.3,31.1,18.4
55,83.23,67.5,40.9,103,100.3,104.2,64.8,40.2,22.7,34.8,30.1,18.7
54,68.72,70.75,35.6,90,83.9,93.9,55,36.1,21.7,29.6,27.4,17.4
55,70.19,71.5,36.9,95.4,86.6,91.8,54.3,35.4,21.5,32.8,27.4,18.7
54,70.42,69.25,37.5,89.3,78.4,96.1,56,37.4,22.4,32.6,28.1,18.1
55,71.1,71.5,36.3,94.4,84.6,94.3,51.2,37.4,21.6,27.3,27.1,17.3
62,75.98,71.5,35.5,97.6,91.5,98.5,56.6,38.6,22.4,31.5,27.3,18.6
55,66.56,68.75,38.7,88.5,82.8,95.5,58.9,37.6,21.6,30.3,27.3,18.3
56,72.91,73.75,36.4,93.6,82.9,96.3,52.9,37.5,23.1,29.7,27.3,18.2
55,56.7,64,33.2,87.7,76,88.6,50.9,35.4,19.1,29.3,25.7,16.9
61,64.86,65.75,36.5,93.4,83.3,93,55.5,35.2,20.9,29.4,27,16.8
57,73.71,69.5,38.7,91.6,78.8,94.3,56.7,39.7,24.2,30.2,29.2,18.1
69,80.63,68.5,38.7,102,95,98.3,55,38.3,21.8,30.8,25.7,18.8
81,73.14,70.25,37.8,96.4,95.4,99.3,53.5,37.5,21.5,31.4,26.8,18.3
66,77.68,69.25,37.4,102.7,98.6,100.2,56.5,39.3,22.7,30.3,28.7,19
67,74.28,67.75,38.4,97.7,95.8,97.1,54.8,38.2,23.7,29.4,27.2,19
64,68.15,67.25,38.1,97.1,89,96.9,54.8,38,22,29.9,25.2,17.7
64,86.3,72.75,39.3,103.1,97.8,99.6,58.9,39,23,34.3,29.6,19
70,77.45,70,38.7,101.8,94.9,95,56,36.5,24.1,31.2,27.3,19.2
72,76.2,69.25,38.5,101.4,99.8,96.2,56.3,36.6,22,29.7,26.3,18
72,71.55,67.25,37.7,97.5,88.1,96.9,57.2,37.7,21.8,32.6,28,18.8
64,72.57,65.75,36.5,104.3,90.9,93.8,57.8,39.5,23.3,29.2,28.4,18.1
46,80.17,72.5,38,97.3,86,99.3,61,38.4,23.8,30.2,29.3,18.8
48,79.83,73,36.7,96.7,86.5,98.3,60.4,39.9,24.4,28.8,29.6,18.7
46,80.29,70,37.2,99.7,95.6,102.2,58.3,38.2,22.5,29.1,27.7,17.7
44,81.53,69.5,39.2,101.9,93.2,100.6,58.9,39.7,23.1,31.4,28.4,18.8
47,74.96,70.5,37.5,97.2,83.1,95.4,56.9,38.3,22.1,30.1,28.2,18.4
46,87.32,71.75,38,106.6,97.5,100.6,58.9,40.5,24.5,33.3,29.6,19.1
47,83.57,74.5,37.3,99.6,88.8,101.4,57.4,39.6,24.6,30.3,27.9,17.8
38,85.62,73.25,37.5,99.1,91.6,102.4,60.6,39.4,22.9,31.6,30.1,18.5
50,73.71,66.5,38.7,99.4,86.7,96.2,62.1,39.3,23.3,30.6,27.8,18.2
46,70.99,68.25,35.9,95.1,88.2,92.8,54.7,37.3,21.9,31.6,27.5,18.2
47,89.36,72,40,107.5,94,103.7,62.7,39,22.3,35.3,30.9,18.3
49,90.04,73.5,40.1,106.5,95,101.7,59,39.4,22.3,32.2,31,18.6
48,78.81,72,37,99.1,92,98.3,59.3,38.4,22.4,27.9,26.2,17
41,78.36,71.25,36.3,96.7,89.2,98.3,60,38.4,23.2,31,29.2,18.4
49,89.24,73.75,40.7,103.5,95.5,101.6,59.1,39.8,25.4,31,30.3,19.7
43,80.29,69.25,39.6,104,98.6,99.5,59.5,36.1,22,30.1,27.2,17.7
43,75.07,68.5,31.1,93.1,87.3,96.6,54.7,39,24.8,31,29.4,18.8
43,90.83,73.5,38.6,105.2,102.8,103.6,61.2,39.3,23.5,30.5,28.5,18.1
52,92.19,74.25,42,110,101.6,100.7,55.8,38.7,23.4,35.1,29.6,19.1
43,88,75.5,38.5,110.1,88.7,102.1,57.5,40,24.8,35.1,30.7,19.2
40,76.43,69.25,34.2,97.8,92.3,100.6,57.5,36.8,22.8,32.1,26,17.3
43,77.45,68.5,37.2,96.3,90.6,99.3,61.9,38,22.3,33.3,28.2,18.1
43,83.12,70,37.1,108,105,103,63.7,40,23.6,33.5,27.8,17.4
47,80.85,70,40.2,99.7,95,98.6,62.3,38.1,23.9,35.3,31.1,19.8
42,73.94,70.25,35.3,93.5,89.6,99.8,61.5,37.8,21.9,30.7,27.6,17.4
48,79.49,71.75,38,100.7,92.4,97.5,59.3,38.1,21.8,31.8,27.3,17.5
40,71.67,69.25,36.3,97,86.6,92.6,55.9,36.3,22.1,29.8,26.3,17.3
48,80.4,72.75,36.8,96,90,99.7,58.8,38.4,22.8,29.9,28,18.1
51,81.19,72,41,99.2,90,96.4,56.8,38.8,23.3,33.4,29.8,19.5
40,86.64,74,38.3,95.4,92.4,104.3,64.6,41.1,24.8,33.6,29.5,18.5
44,85.05,72.25,38,101.8,87.5,101,58.5,39.2,24.5,32.1,28.6,18
52,93.67,74.5,40.8,104.3,99.2,104.1,58.5,39.3,24.6,33.9,31.2,19.5
44,84.03,71.5,39.5,99.2,98.1,101.4,57.1,40.5,23.2,33,29.6,18.4
40,72.69,68.75,36.9,99.3,83.3,97.5,60.5,38.7,22.6,34.4,28,17.6
47,68.72,66.75,36.9,94,86.1,95.2,58.1,36.5,22.1,30.6,27.5,17.6
50,73.03,66.5,37.7,98.9,84.1,94,58.5,36.6,23.5,34.4,29.2,18
46,75.75,67,36.6,101,89.9,100,60.7,36,21.9,35.6,30.2,17.6
42,80.51,68.75,38.9,98.7,92.1,98.5,60.7,36.8,22.2,33.8,30.3,17.2
43,69.06,67.75,37.5,95.9,78,93.2,53.5,35.8,20.8,33.9,28.2,17.4
40,87.2,73.25,39.8,103.9,93.5,99.5,61.7,39,21.8,33.3,29.6,18.1
42,74.96,69.75,38.3,96.2,87,97.8,57.4,36.9,22.2,31.6,27.8,17.7
49,77.9,71.5,35.5,97.8,90.1,95.8,57,38.7,23.2,27.5,26.5,17.6
40,77.68,70.5,36.3,94.6,90.3,99.1,60.3,38.5,23,31.2,28.4,17.1
47,89.36,73.25,37.8,103.6,99.8,103.2,61.2,38.1,22.6,33.5,28.6,17.9
50,71.21,66.75,37.8,100.4,89.4,92.3,56.1,35.6,20.5,33.6,29.3,17.3
41,76.32,69.5,36.5,98.4,87.2,98.4,56,36.9,23,34,29.8,18.1
44,84.37,69.75,37.8,104.6,101.1,102.1,58.9,37.9,22.7,30.9,28.8,17.6
39,75.64,70.75,37,92.9,86.1,95.6,58.8,36.1,22.4,32.7,28.3,17.1
43,85.16,74,37.7,97.8,98.6,100.6,63.6,39.2,23.8,34.3,28.4,17.7
40,76.32,71.25,34.3,98.3,88.5,98.3,58.1,38.4,22.5,31.7,27.4,17.6
49,96.5,75,40.8,104.7,106.6,107.7,66.5,42.5,24.5,35.5,29.8,18.7
40,80.17,71,37.4,98.6,93.1,101.6,59.1,39.6,21.6,30.8,27.9,16.6
40,78.58,69.5,36.5,99.5,93,99.3,60.4,38.2,22,32,28.5,17.8
52,75.75,67.75,37.5,102.7,91,98.9,57.1,36.7,22.3,31.6,27.5,17.9
23,72.46,72.25,35.5,92.1,77.1,93.9,56.1,36.1,22.7,30.5,27.2,18.2
23,85.34,77.5,38,96.6,85.3,102.5,59.1,37.6,23.2,31.8,29.7,18.3
24,70.76,70.75,35.7,92.7,81.9,95.3,56.4,36.5,22,33.5,28.3,17.3
24,94.57,72.75,39.2,102,99.1,110.1,71.2,43.5,25.2,36.1,30.3,18.7
25,93.67,69.75,40.9,110.9,100.5,106.2,68.4,40.8,24.6,33.3,29.7,18.4
25,65.2,72.5,35.2,92.3,76.5,92.1,51.9,35.7,22,25.8,25.2,16.9
26,101.15,70.25,40.6,114.1,106.8,113.9,67.6,42.7,24.7,36,30.4,18.4
26,69.06,69,35.4,92.9,77.6,93.5,56.9,35.9,20.4,31.6,29,17.8
26,109.66,74.5,41.8,108.3,102.9,114.4,72.9,43.5,25.1,38.5,33.8,19.6
27,66.22,72.25,34.1,88.5,72.8,91.1,53.6,36.8,23.8,27.8,26.3,17.4
27,71.1,67.25,37.9,94,88.2,95.2,56.8,37.4,22.8,30.6,28.3,17.9
27,90.83,73.5,38.2,101.1,100.1,105,62.1,40,24.9,33.7,29.2,19.4
28,77.79,75.25,35.6,92.1,83.5,98.3,57.3,37.8,21.7,32.2,27.7,17.7
28,93.33,69,38.5,105.6,105,106.4,68.6,40,25.2,35.2,30.7,19.1
28,82.78,72.25,37,98.5,90.8,102.5,60.8,38.5,25,31.6,28,18.6
30,61.92,68.75,35.9,88.7,76.6,89.8,50.1,34.8,21.8,27,34.9,16.9
31,80.4,71.5,36.2,101.1,92.4,99.3,59.4,39,24.6,30.1,28.2,18.2
31,68.61,72.25,35,94,81.2,91.5,52.5,36.6,21,27,26.3,16.5
33,88.9,73,38.5,103.8,95.6,105.1,61.4,40.6,25,31.3,29.2,19.1
33,83.57,68.75,40.7,98.9,92.1,103.5,64,37.3,23.5,33.5,30.6,19.7
34,63.5,70.5,36,89.2,83.4,89.6,52.4,35.6,20.4,28.3,26.2,16.5
34,99.22,72,39.5,111.4,106,108.8,63.8,42,23.4,34,31.2,18.5
35,98.43,73.75,40.5,107.5,95.1,104.5,64.8,41.3,25.6,36.4,33.7,19.4
35,75.41,68,38.5,99.1,90.4,95.6,55.5,34.2,21.9,30.2,28.7,17.7
35,101.94,72.25,43.9,108.2,100.4,106.8,63.3,41.7,24.6,37.2,33.1,19.8
35,103.53,69.5,40.4,114.9,115.9,111.9,74.4,40.6,24,36.1,31.8,18.8
35,78.36,69.5,37.6,99.1,90.8,98.1,60.1,39.1,23.4,32.5,29.8,17.4
35,69.06,67.75,37,92.2,81.9,92.8,54.7,36.2,22.1,30.4,27.4,17.7
35,57.04,65.5,34,90.8,75,89.2,50,34.8,22,24.8,25.9,16.9
35,80.4,71,38.4,100.5,90.3,98.7,57.8,37.3,22.4,31,28.7,17.7
36,79.95,71.5,38.7,98.2,90.3,99.9,59.2,37.7,21.5,32.4,28.4,17.8
36,102.85,71.75,41.5,115.3,108.8,114.4,69.2,42.4,24,35.4,21,20.1
37,65.88,69.25,36,96.8,79.4,89.2,50.3,34.8,22.2,31,26.9,16.9
37,68.49,67,35.3,92.6,83.2,96.4,60,38.1,22,31.5,26.6,16.7
37,109.43,71.5,42.1,119.2,110.3,113.9,69.8,42.6,24.8,34.4,29.5,18.4
38,84.94,69.25,38,102.7,92.7,101.9,64.7,39.5,24.7,34.8,30.3,18.1
39,106.48,74.5,42.8,109.5,104.5,109.9,69.5,43.1,25.8,39.1,32.5,19.9
39,99.45,74.25,40,108.5,104.6,109.8,68.1,42.8,24.1,35.6,29,19
40,66.11,67.25,35.5,95.5,83.6,91.6,54.1,36.2,21.8,31.4,28.3,17.2
40,72.23,69.75,35.3,92.3,86.8,96.1,58,39.4,22.7,30,26.4,17.4
40,77.34,74.25,37.7,98.9,90.4,95.5,55.4,38.9,22.4,30.5,28.9,17.7
40,75.98,71.5,39.4,89.5,83.7,98.1,57.3,39.7,22.6,32.9,29.3,18.2
41,105.57,74.25,41.9,117.5,109.3,108.8,67.7,41.3,24.7,37.2,31.8,20
41,95.48,72,38.5,107.4,98.9,104.1,63.5,39.8,23.5,36.4,30.4,19.1
41,91.74,72.5,40.8,109.2,98,101.8,62.8,41.3,24.8,36.6,32.4,18.8
41,83.91,68.25,38,103.4,101.2,103.1,61.5,40.4,22.9,33.4,29.2,18.5
41,69.4,69.25,36.4,91.4,80.6,92.3,54.3,36.3,21.8,29.6,27.3,17.9
42,110.79,76,41.8,115.2,113.7,112.4,68.5,45,25.5,37.1,31.2,19.9
42,87.77,70.5,40.7,104.9,94.1,102.7,60.6,38.6,24.7,34,30.1,18.7
42,101.94,74.75,38.5,106.7,105.7,111.8,65.3,43.3,26,33.7,29.9,18.5
42,73.82,72.75,35.4,92.2,85.6,96.5,60.2,38.9,22.4,31.7,27.1,17.1
42,81.65,68.25,38.5,101.6,96.6,100.6,61.1,38.4,24.1,32.9,29.8,18.8
42,70.87,69,35.5,97.8,86,96.2,57.7,38.6,24,31.2,27.3,17.4
42,76.2,71.5,36.5,92,89.7,101,62.3,38,22.3,30.8,27.8,16.9
42,75.86,72.75,37.6,94,78,99,57.5,40,22.5,30.6,30,18.5
43,77.45,67.5,37.4,103.7,89.7,94.2,58.5,39,24.1,33.8,28.8,18.8
43,80.85,70.25,37.8,102.7,89.2,99.2,60.2,39.2,23.8,31.7,28.4,18.6
43,68.04,69.25,35.2,91.1,85.7,96.9,55.5,35.7,22,29.4,26.6,17.4
43,90.95,71.5,37.9,107.2,103.1,105.5,68.8,38.3,23.7,32.1,28.9,18.7
44,83.46,74,37.9,100.8,89.1,102.6,60.6,39,24,32.9,29.2,18.4
44,101.15,69.75,40.9,121.6,113.9,107.1,63.5,40.3,21.8,34.8,30.7,17.4
44,94.69,73,41.9,105.6,96.3,102,63.3,39.8,24.1,37.3,23.1,19.4
44,75.3,65.5,39.1,100.6,93.9,100.1,58.9,37.6,21.4,33.1,29.5,17.3
47,88.45,72.5,40.2,102.7,101.3,101.7,60.7,39.4,23.3,36.7,31.6,18.4
47,72.8,70.25,36,99.8,83.9,91.8,53,36.2,22.5,31.4,27.5,17.7
47,72.46,70.75,34.5,92.9,84.4,94,56,38.2,22.6,29,26.2,17.6
49,63.73,68,35.8,91.2,79.4,89,51.1,35,21.7,30.9,28.8,17.4
49,98.09,74.5,40.2,115.6,104,109,63.7,40.3,23.2,36.8,31,18.9
49,76.32,71.75,38.3,98.3,89.7,99.1,56.3,38.8,23,29.5,27.9,18.6
50,88.34,70.75,39,103.7,97.6,104.2,60,40.9,25.5,32.7,30,19
50,78.36,73,37.4,98.7,87.6,96.1,57.1,38.1,21.8,28.6,26.7,18
51,99.34,64,41.2,119.8,122.1,112.8,62.5,36.9,23.6,34.7,29.1,18.4
51,67.7,69.75,34.8,92.8,81.1,96.3,53.8,36.5,21.5,31.3,26.3,17.8
51,70.08,70,36.9,93.3,81.5,94.4,54.7,39,22.6,27.5,25.9,18.6
52,90.38,71.75,39.4,106.8,100,105,63.9,39.2,22.9,35.7,30.4,19.2
53,70.08,69.25,37.6,93.9,88.7,94.5,53.7,36.2,22,28.5,25.7,17.1
54,69.51,70.5,38.5,99,91.8,96.2,57.7,38.1,23.9,31.4,29.9,18.9
54,104.33,72.25,42.5,119.9,110.4,105.5,64.2,42.7,27,38.4,32,19.6
54,73.37,67.5,37.4,94.2,87.6,95.6,59.7,40.2,23.4,27.9,27,17.8
55,64.52,67.25,35.2,92.7,82.8,91.9,54.4,35.2,22.5,29.4,26.8,17
55,81.53,68.75,41.1,106.9,95.3,98.2,57.4,37.1,21.8,34.1,31.1,19.2
55,57.38,66.75,33.4,88.8,78.2,87.5,50.8,33,19.7,25.3,22,15.8
55,76.88,68.25,37.2,101.7,91.1,97.1,56.6,38.5,22.6,33.4,29.3,18.8
55,90.04,74.25,38.3,105.3,96.7,106.6,64,42.6,23.4,33.2,30,18.4
56,79.15,69.5,38.1,104,89.4,98.4,58.4,37.4,22.5,34.6,30.1,18.8
56,76.09,68.5,37.4,98.6,93,97,55.4,38.8,23.2,32.4,29.7,19
57,67.02,65.75,35.2,99.6,86.4,90.1,53,35,21.3,31.7,27.3,16.9
57,82.67,71.75,39.4,103.4,96.7,100.7,59.3,38.6,22.8,31.8,29.1,19
58,79.61,71.5,38,100.2,88.1,97.8,57.1,38.9,23.6,30.9,29.6,18
58,73.37,67.25,35.1,94.9,94.9,100.2,56.8,35.9,21,27.8,26.1,17.6
60,71.55,67.5,40.4,97.2,93.3,94,54.3,35.7,21,31.3,28.7,18.3
62,76.54,67.5,38.3,104.7,95.6,93.7,54.4,37.1,22.7,30.3,26.3,18.3
62,86.86,72.25,40.6,104,98.2,101.1,59.3,40.3,23,32.6,28.5,19
63,99.4,69.5,40.2,117.6,113.8,111.8,63.4,41.1,22.3,35.1,29.6,18.5
64,70.42,69.5,37.9,95.8,82.8,94.5,61.2,39.1,22.3,29.8,28.9,18.3
65,86.07,65.75,40.8,106.4,100.5,100.5,59.2,38.1,24,35.9,30.5,19.1
65,57.83,65.75,34.7,93,79.7,87.6,50.7,33.4,20.1,28.5,24.8,16.5
65,101.83,68.25,38.8,119.6,118,114.3,61.3,42.1,23.4,34.9,30.1,19.4
66,106.25,72,41.4,119.7,109,109.1,63.7,42.4,24.6,35.6,30.7,19.5
67,103.31,72.75,41.3,115.8,113.4,109.8,65.6,46,25.4,35.3,29.8,19.5
67,90.49,68.5,40.7,118.3,106.1,101.6,58.2,38.8,24.1,32.1,29.3,18.5
68,70.53,69.25,36.3,97.4,84.3,94.4,54.3,37.5,22.6,29.2,27.3,18.5
69,97.75,70.5,40.8,113.7,107.6,110,63.3,44,22.6,37.5,32.6,18.8
70,60.89,67,34.9,89.2,83.6,88.8,49.6,34.8,21.5,25.6,25.7,18.5
72,91.17,69.75,40.9,108.5,105,104.5,59.6,40.8,23.2,35.2,28.6,20.1
72,84.71,66,38.9,111.1,111.5,101.7,60.3,37.3,21.5,31.3,27.2,18
72,86.52,70.5,38.9,108.3,101.3,97.8,56,41.6,22.7,30.5,29.4,19.8
74,94.12,70,40.8,112.4,108.5,107.1,59.3,42.2,24.6,33.7,30,20.9
